Timestamp,ID,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-02-03 09:39:05,685,Female,Yobe,"Postgraduate(Masters,PhD)",Low income,1-2 hours,Once a week,Hands-on practice,Tutor,Never,No,Sometimes,Helps somewhat,Sometimes,Rarely,I performed as expected,120 - 200
2024-04-22 22:33:33,686,Female,Cross River,No formal education,High income,1-2 hours,Never,Watching videos,Videos,Rarely,No,Almost always,No impact,Rarely,Always,I performed worse than expected,200 - 270
2024-09-20 14:52:47,687,Female,Niger,Secondary school,Low income,Less than 1 hour,Never,Reading notes,Videos,Sometimes,Yes,Always,No impact,Sometimes,Sometimes,I performed as expected,> 270
2024-01-21 05:38:28,688,Female,Yobe,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Only before exams,Hands-on practice,Videos,Often,No,Never,Helps a lot,Rarely,Never,I performed better than expected,< 120
2024-07-09 13:37:56,689,Male,Kebbi,Secondary school,Middle income,2-4 hours,Once a week,Group discussions,Textbooks,Rarely,No,Never,Helps somewhat,Usually,Never,I performed better than expected,< 120
2024-05-29 23:52:56,690,Male,Delta,No formal education,Low income,More than 4 hours,4-6 times a week,Reading notes,Online materials,Always,Yes,Always,Hinders a lot,Usually,Always,I performed as expected,120 - 200
2024-04-10 16:55:58,691,Female,Ondo,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Only before exams,Hands-on practice,Textbooks,Rarely,Yes,Almost always,Hinders a lot,Always,Always,I performed as expected,> 270
2024-01-30 09:26:02,692,Male,Ebonyi,University,Middle income,1-2 hours,Only before exams,Reading notes,Tutor,Often,Yes,Always,Hinders a lot,Never,Sometimes,I performed as expected,120 - 200
2024-08-09 18:13:28,693,Male,Sokoto,"Postgraduate(Masters,PhD)",High income,1-2 hours,Only before exams,Watching videos,Textbooks,Always,Yes,Almost always,No impact,Sometimes,Always,I performed better than expected,< 120
2024-02-13 17:21:26,694,Female,Bayelsa,University,High income,More than 4 hours,2-3 times a week,Hands-on practice,Tutor,Sometimes,No,Rarely,No impact,Never,Often,I performed better than expected,< 120
2024-04-12 16:37:10,695,Male,Katsina,Primary school,High income,2-4 hours,Once a week,Group discussions,Textbooks,Always,No,Sometimes,No impact,Usually,Never,I performed worse than expected,> 270
2024-05-17 09:31:42,696,Female,Katsina,No formal education,Low income,2-4 hours,4-6 times a week,Hands-on practice,Videos,Rarely,Yes,Sometimes,Hinders a lot,Sometimes,Sometimes,I performed as expected,200 - 270
2024-05-11 06:37:37,697,Male,Niger,Primary school,High income,2-4 hours,Once a week,Watching videos,Tutor,Rarely,Yes,Sometimes,No impact,Rarely,Sometimes,I performed worse than expected,< 120
2024-01-22 17:59:32,698,Male,Benue,Secondary school,High income,2-4 hours,Only before exams,Reading notes,Online materials,Always,Yes,Never,Hinders a lot,Never,Never,I performed worse than expected,200 - 270
2024-06-08 23:47:33,699,Female,Ondo,No formal education,High income,2-4 hours,Only before exams,Hands-on practice,Textbooks,Often,No,Almost always,Hinders somewhat,Rarely,Always,I performed worse than expected,< 120
2024-07-17 08:16:16,700,Female,Imo,University,Low income,Less than 1 hour,Never,Group discussions,Videos,Rarely,Yes,Always,Helps a lot,Sometimes,Rarely,I performed as expected,200 - 270
2024-02-06 10:13:01,701,Female,Lagos,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Reading notes,Videos,Never,Yes,Sometimes,No impact,Usually,Sometimes,I performed worse than expected,> 270
2024-04-29 20:31:06,702,Male,Osun,"Postgraduate(Masters,PhD)",High income,More than 4 hours,4-6 times a week,Group discussions,Past questions,Sometimes,No,Almost always,Hinders a lot,Always,Sometimes,I performed better than expected,< 120
2024-06-12 19:06:32,703,Male,Bauchi,Primary school,High income,1-2 hours,Only before exams,Reading notes,Past questions,Often,Yes,Almost always,Helps somewhat,Always,Always,I performed as expected,< 120
2024-04-29 05:50:19,704,Female,Jigawa,Secondary school,Middle income,Less than 1 hour,4-6 times a week,Group discussions,Textbooks,Often,No,Sometimes,Hinders a lot,Always,Often,I performed worse than expected,120 - 200
2024-01-20 11:34:59,705,Male,Ogun,Primary school,Low income,2-4 hours,Never,Listening to lectures,Tutor,Rarely,Yes,Sometimes,Helps a lot,Always,Often,I performed as expected,200 - 270
2024-07-26 08:14:19,706,Male,Gombe,No formal education,Middle income,More than 4 hours,Once a week,Hands-on practice,Tutor,Always,No,Sometimes,No impact,Rarely,Always,I performed worse than expected,< 120
2024-02-13 21:49:25,707,Female,Kwara,No formal education,High income,1-2 hours,Only before exams,Reading notes,Videos,Never,No,Never,Helps somewhat,Never,Always,I performed worse than expected,120 - 200
2024-02-22 01:32:38,708,Male,Jigawa,Secondary school,Low income,2-4 hours,2-3 times a week,Hands-on practice,Tutor,Rarely,Yes,Almost always,Hinders a lot,Usually,Rarely,I performed worse than expected,200 - 270
2024-06-18 18:26:59,709,Male,Katsina,University,Middle income,2-4 hours,Once a week,Watching videos,Online materials,Sometimes,Yes,Never,No impact,Always,Rarely,I performed worse than expected,< 120
2024-01-15 10:38:48,710,Female,Imo,University,Middle income,2-4 hours,4-6 times a week,Watching videos,Tutor,Always,Yes,Always,No impact,Rarely,Always,I performed worse than expected,< 120
2024-09-08 17:40:33,711,Male,Ogun,Secondary school,High income,2-4 hours,Never,Reading notes,Textbooks,Never,No,Almost always,Helps somewhat,Usually,Sometimes,I performed as expected,200 - 270
2024-02-04 14:33:01,712,Female,Kaduna,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Never,Listening to lectures,Videos,Rarely,Yes,Almost always,No impact,Always,Sometimes,I performed worse than expected,200 - 270
2024-03-05 13:31:00,713,Female,Lagos,Secondary school,Low income,2-4 hours,Once a week,Listening to lectures,Online materials,Rarely,No,Almost always,Hinders somewhat,Usually,Never,I performed better than expected,200 - 270
2024-05-08 16:12:45,714,Male,Adamawa,Secondary school,High income,1-2 hours,2-3 times a week,Reading notes,Online materials,Often,Yes,Sometimes,Hinders somewhat,Usually,Rarely,I performed better than expected,120 - 200
2024-07-17 16:42:05,715,Male,Kano,Secondary school,Low income,1-2 hours,2-3 times a week,Reading notes,Tutor,Rarely,Yes,Almost always,No impact,Never,Often,I performed better than expected,< 120
2024-06-02 08:39:38,716,Female,Kogi,University,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Textbooks,Sometimes,Yes,Never,Hinders somewhat,Usually,Sometimes,I performed better than expected,120 - 200
2024-08-23 11:15:51,717,Female,Anambra,Secondary school,Low income,Less than 1 hour,2-3 times a week,Listening to lectures,Textbooks,Always,Yes,Rarely,Hinders somewhat,Never,Often,I performed as expected,< 120
2024-01-16 21:58:57,718,Male,Anambra,Secondary school,High income,1-2 hours,Once a week,Reading notes,Past questions,Often,Yes,Rarely,No impact,Always,Sometimes,I performed as expected,< 120
2024-01-11 14:03:43,719,Male,Kano,Primary school,Low income,1-2 hours,Only before exams,Hands-on practice,Videos,Rarely,Yes,Almost always,Helps a lot,Rarely,Often,I performed as expected,120 - 200
2024-02-04 19:23:03,720,Male,Abia,No formal education,High income,2-4 hours,Once a week,Reading notes,Tutor,Sometimes,Yes,Almost always,Helps somewhat,Always,Never,I performed better than expected,120 - 200
2024-07-03 16:37:03,721,Female,Sokoto,University,High income,2-4 hours,Once a week,Watching videos,Tutor,Sometimes,Yes,Sometimes,No impact,Sometimes,Often,I performed worse than expected,> 270
2024-06-30 15:06:46,722,Female,Nasarawa,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Reading notes,Videos,Never,Yes,Never,No impact,Rarely,Often,I performed worse than expected,< 120
2024-06-25 19:37:18,723,Male,Benue,No formal education,Middle income,1-2 hours,Every day,Listening to lectures,Tutor,Never,Yes,Never,Helps somewhat,Sometimes,Sometimes,I performed worse than expected,120 - 200
2024-05-14 20:47:14,724,Female,Imo,University,Low income,Less than 1 hour,Only before exams,Listening to lectures,Textbooks,Rarely,Yes,Rarely,Helps a lot,Usually,Sometimes,I performed worse than expected,120 - 200
2024-05-22 09:37:37,725,Female,Kwara,Primary school,High income,Less than 1 hour,Every day,Group discussions,Videos,Sometimes,No,Almost always,Helps a lot,Never,Sometimes,I performed as expected,> 270
2024-04-12 15:17:02,726,Male,Lagos,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,4-6 times a week,Watching videos,Textbooks,Often,Yes,Sometimes,Helps somewhat,Always,Always,I performed as expected,< 120
2024-08-10 19:34:16,727,Female,Plateau,Primary school,Low income,1-2 hours,Every day,Listening to lectures,Online materials,Never,No,Always,No impact,Sometimes,Often,I performed worse than expected,120 - 200
2024-01-06 17:18:27,728,Female,Osun,Secondary school,High income,1-2 hours,2-3 times a week,Watching videos,Online materials,Rarely,Yes,Never,Helps somewhat,Sometimes,Often,I performed worse than expected,> 270
2024-06-21 17:39:51,729,Male,Taraba,Primary school,Middle income,More than 4 hours,4-6 times a week,Listening to lectures,Videos,Always,Yes,Sometimes,Helps somewhat,Rarely,Rarely,I performed worse than expected,> 270
2024-03-11 03:40:22,730,Male,Kaduna,University,Middle income,Less than 1 hour,2-3 times a week,Hands-on practice,Tutor,Often,Yes,Sometimes,No impact,Always,Rarely,I performed better than expected,< 120
2024-06-30 19:39:24,731,Male,FCT,Primary school,Low income,2-4 hours,4-6 times a week,Group discussions,Tutor,Always,Yes,Never,Helps somewhat,Sometimes,Never,I performed as expected,> 270
2024-01-07 09:43:21,732,Female,Ogun,Primary school,High income,Less than 1 hour,Every day,Hands-on practice,Textbooks,Sometimes,Yes,Almost always,Hinders a lot,Always,Never,I performed better than expected,< 120
2024-06-07 22:31:03,733,Male,Ekiti,No formal education,Middle income,More than 4 hours,Only before exams,Group discussions,Textbooks,Sometimes,No,Always,Hinders a lot,Usually,Never,I performed worse than expected,> 270
2024-04-19 12:37:32,734,Female,FCT,Primary school,High income,2-4 hours,Every day,Reading notes,Textbooks,Always,No,Sometimes,Helps somewhat,Always,Always,I performed worse than expected,< 120
2024-01-31 23:42:02,735,Female,Akwa Ibom,Secondary school,Low income,1-2 hours,Never,Group discussions,Past questions,Often,Yes,Sometimes,Helps a lot,Usually,Never,I performed worse than expected,200 - 270
2024-05-25 13:15:10,736,Female,Niger,"Postgraduate(Masters,PhD)",Low income,1-2 hours,2-3 times a week,Group discussions,Textbooks,Often,No,Never,Helps somewhat,Never,Sometimes,I performed as expected,> 270
2024-09-22 07:05:45,737,Female,Anambra,No formal education,High income,More than 4 hours,Only before exams,Reading notes,Tutor,Sometimes,No,Never,Helps a lot,Always,Sometimes,I performed as expected,200 - 270
2024-03-27 02:13:19,738,Female,Gombe,Primary school,Middle income,Less than 1 hour,Once a week,Hands-on practice,Online materials,Often,Yes,Sometimes,Helps a lot,Rarely,Rarely,I performed as expected,120 - 200
2024-06-29 13:23:18,739,Female,Katsina,University,Low income,Less than 1 hour,Once a week,Watching videos,Tutor,Sometimes,Yes,Always,Helps somewhat,Rarely,Sometimes,I performed as expected,< 120
2024-05-04 03:18:45,740,Male,Akwa Ibom,Primary school,Low income,Less than 1 hour,Every day,Listening to lectures,Videos,Sometimes,No,Rarely,Hinders a lot,Rarely,Rarely,I performed better than expected,200 - 270
2024-02-05 08:20:55,741,Male,Kebbi,No formal education,Low income,More than 4 hours,2-3 times a week,Listening to lectures,Videos,Often,No,Never,Hinders somewhat,Sometimes,Sometimes,I performed as expected,200 - 270
2024-04-01 10:09:41,742,Female,Akwa Ibom,Primary school,High income,More than 4 hours,2-3 times a week,Group discussions,Tutor,Always,Yes,Rarely,Hinders a lot,Sometimes,Sometimes,I performed better than expected,> 270
2024-03-24 11:58:05,743,Male,Kebbi,Secondary school,High income,2-4 hours,2-3 times a week,Hands-on practice,Tutor,Sometimes,Yes,Never,Helps a lot,Never,Always,I performed better than expected,< 120
2024-04-03 03:11:03,744,Female,Ogun,No formal education,High income,1-2 hours,Only before exams,Listening to lectures,Textbooks,Rarely,Yes,Rarely,Helps somewhat,Never,Rarely,I performed as expected,< 120
2024-02-25 23:55:56,745,Female,Kebbi,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,2-3 times a week,Reading notes,Online materials,Rarely,Yes,Sometimes,No impact,Rarely,Never,I performed as expected,> 270
2024-05-22 16:34:36,746,Female,Katsina,Secondary school,Middle income,More than 4 hours,Once a week,Group discussions,Past questions,Never,No,Always,Hinders somewhat,Never,Always,I performed better than expected,200 - 270
2024-08-04 00:29:44,747,Female,Kaduna,Primary school,High income,2-4 hours,Once a week,Listening to lectures,Tutor,Always,No,Never,Helps somewhat,Usually,Often,I performed as expected,< 120
2024-09-14 16:16:09,748,Female,FCT,Primary school,Middle income,1-2 hours,Only before exams,Group discussions,Textbooks,Rarely,No,Almost always,Helps somewhat,Usually,Always,I performed as expected,200 - 270
2024-03-20 01:21:20,749,Male,Kaduna,No formal education,Low income,1-2 hours,Never,Hands-on practice,Videos,Often,Yes,Rarely,Helps somewhat,Usually,Often,I performed better than expected,120 - 200
2024-09-03 14:59:30,750,Male,Borno,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,2-3 times a week,Hands-on practice,Videos,Never,Yes,Rarely,Helps a lot,Always,Often,I performed worse than expected,200 - 270
2024-10-01 18:35:39,751,Male,Edo,Primary school,High income,2-4 hours,Once a week,Hands-on practice,Online materials,Rarely,No,Always,Helps somewhat,Always,Rarely,I performed worse than expected,200 - 270
2024-07-04 21:24:43,752,Male,Kebbi,No formal education,Low income,2-4 hours,Only before exams,Group discussions,Textbooks,Often,Yes,Never,Helps a lot,Never,Never,I performed worse than expected,< 120
2024-06-08 22:28:59,753,Female,Sokoto,University,Low income,2-4 hours,Every day,Reading notes,Online materials,Never,Yes,Rarely,Hinders a lot,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-07-05 08:10:59,754,Male,Kogi,No formal education,Low income,2-4 hours,4-6 times a week,Group discussions,Tutor,Rarely,No,Almost always,No impact,Rarely,Always,I performed as expected,120 - 200
2024-08-22 17:59:37,755,Male,Ekiti,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Only before exams,Listening to lectures,Past questions,Rarely,No,Almost always,Hinders somewhat,Sometimes,Often,I performed better than expected,< 120
2024-03-13 09:14:59,756,Female,Taraba,Primary school,High income,Less than 1 hour,Once a week,Listening to lectures,Textbooks,Always,Yes,Never,Helps somewhat,Always,Always,I performed as expected,200 - 270
2024-08-25 18:43:43,757,Female,Taraba,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Only before exams,Group discussions,Online materials,Often,No,Rarely,Helps somewhat,Rarely,Often,I performed worse than expected,< 120
2024-04-08 14:38:56,758,Male,Borno,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Every day,Watching videos,Tutor,Often,Yes,Almost always,Hinders a lot,Always,Sometimes,I performed better than expected,< 120
2024-07-03 06:02:38,759,Male,Lagos,Primary school,Low income,Less than 1 hour,2-3 times a week,Watching videos,Textbooks,Often,No,Rarely,Hinders somewhat,Never,Rarely,I performed better than expected,120 - 200
2024-06-05 00:34:17,760,Female,Adamawa,Secondary school,High income,More than 4 hours,Once a week,Reading notes,Textbooks,Never,Yes,Almost always,Hinders a lot,Never,Never,I performed better than expected,< 120
2024-06-21 08:10:41,761,Female,Adamawa,Secondary school,Low income,1-2 hours,Only before exams,Group discussions,Online materials,Rarely,Yes,Rarely,No impact,Sometimes,Never,I performed better than expected,< 120
2024-06-11 13:49:32,762,Female,Bayelsa,No formal education,Middle income,More than 4 hours,Only before exams,Hands-on practice,Past questions,Never,No,Never,No impact,Usually,Never,I performed worse than expected,200 - 270
2024-07-08 02:58:34,763,Male,Osun,Secondary school,Middle income,More than 4 hours,Only before exams,Reading notes,Online materials,Rarely,Yes,Never,No impact,Usually,Always,I performed worse than expected,< 120
2024-04-18 02:58:27,764,Female,Edo,Secondary school,Low income,2-4 hours,Never,Group discussions,Online materials,Always,Yes,Sometimes,Helps a lot,Always,Rarely,I performed better than expected,200 - 270
2024-06-16 09:34:48,765,Male,Lagos,Primary school,High income,More than 4 hours,Every day,Watching videos,Textbooks,Always,Yes,Rarely,Hinders somewhat,Never,Always,I performed better than expected,200 - 270
2024-03-15 21:45:33,766,Male,Nasarawa,University,Middle income,More than 4 hours,Only before exams,Watching videos,Past questions,Always,Yes,Rarely,Hinders somewhat,Sometimes,Always,I performed better than expected,200 - 270
2024-08-23 17:52:41,767,Female,FCT,Primary school,Middle income,More than 4 hours,Never,Watching videos,Textbooks,Rarely,No,Almost always,Hinders a lot,Rarely,Sometimes,I performed worse than expected,< 120
2024-01-08 16:17:21,768,Female,Benue,Secondary school,Low income,More than 4 hours,4-6 times a week,Reading notes,Textbooks,Always,No,Never,Helps somewhat,Sometimes,Sometimes,I performed as expected,120 - 200
2024-02-18 11:25:51,769,Male,Gombe,Secondary school,High income,More than 4 hours,Every day,Reading notes,Tutor,Sometimes,No,Always,Helps somewhat,Sometimes,Rarely,I performed better than expected,> 270
2024-03-25 12:07:43,770,Male,Kogi,Secondary school,Low income,Less than 1 hour,Every day,Hands-on practice,Tutor,Always,No,Never,Hinders a lot,Sometimes,Always,I performed better than expected,200 - 270
2024-02-29 07:44:28,771,Male,Gombe,Primary school,Middle income,1-2 hours,2-3 times a week,Hands-on practice,Past questions,Often,Yes,Never,Hinders somewhat,Usually,Sometimes,I performed as expected,120 - 200
2024-09-15 05:01:47,772,Male,Ekiti,University,Middle income,More than 4 hours,Once a week,Hands-on practice,Tutor,Rarely,No,Sometimes,Helps a lot,Rarely,Always,I performed as expected,120 - 200
2024-08-22 00:45:47,773,Male,Osun,Secondary school,Middle income,1-2 hours,Once a week,Watching videos,Online materials,Often,No,Sometimes,Helps a lot,Usually,Sometimes,I performed better than expected,200 - 270
2024-02-24 01:01:24,774,Male,Kogi,No formal education,High income,More than 4 hours,Once a week,Reading notes,Tutor,Rarely,No,Always,Helps somewhat,Sometimes,Always,I performed as expected,120 - 200
2024-06-20 08:39:30,775,Male,Zamfara,Secondary school,High income,More than 4 hours,Never,Group discussions,Past questions,Sometimes,Yes,Never,No impact,Usually,Sometimes,I performed better than expected,120 - 200
2024-02-07 07:45:21,776,Female,Cross River,No formal education,High income,1-2 hours,4-6 times a week,Reading notes,Online materials,Often,Yes,Almost always,Hinders somewhat,Usually,Sometimes,I performed better than expected,> 270
2024-04-15 17:11:21,777,Male,Imo,Primary school,High income,Less than 1 hour,Every day,Group discussions,Videos,Never,Yes,Rarely,Hinders somewhat,Rarely,Always,I performed worse than expected,< 120
2024-07-21 17:16:13,778,Male,Katsina,"Postgraduate(Masters,PhD)",High income,1-2 hours,Once a week,Watching videos,Videos,Sometimes,Yes,Almost always,No impact,Rarely,Sometimes,I performed worse than expected,> 270
2024-03-25 06:51:52,779,Female,Bauchi,Secondary school,High income,More than 4 hours,Every day,Listening to lectures,Online materials,Sometimes,No,Almost always,Helps somewhat,Usually,Sometimes,I performed better than expected,> 270
2024-05-13 21:09:18,780,Female,Ondo,Primary school,Middle income,More than 4 hours,Never,Hands-on practice,Videos,Always,Yes,Almost always,Hinders somewhat,Never,Sometimes,I performed as expected,< 120
2024-06-12 20:52:44,781,Male,Borno,Primary school,High income,More than 4 hours,Every day,Hands-on practice,Online materials,Always,No,Always,Hinders somewhat,Rarely,Sometimes,I performed as expected,200 - 270
2024-06-12 19:20:06,782,Female,Oyo,No formal education,Low income,Less than 1 hour,Only before exams,Listening to lectures,Online materials,Sometimes,Yes,Never,Hinders somewhat,Sometimes,Often,I performed as expected,200 - 270
2024-10-07 12:51:15,783,Male,Zamfara,University,Low income,Less than 1 hour,Every day,Reading notes,Past questions,Rarely,No,Never,Hinders somewhat,Rarely,Never,I performed worse than expected,< 120
2024-08-16 15:19:28,784,Male,Ebonyi,Primary school,Middle income,1-2 hours,Never,Hands-on practice,Textbooks,Always,Yes,Sometimes,Helps a lot,Always,Always,I performed as expected,> 270
2024-01-12 04:28:49,785,Female,Ebonyi,Secondary school,Low income,Less than 1 hour,2-3 times a week,Group discussions,Tutor,Rarely,No,Rarely,Hinders a lot,Never,Always,I performed worse than expected,> 270
2024-03-13 11:20:54,786,Female,Borno,University,High income,1-2 hours,Never,Hands-on practice,Videos,Sometimes,Yes,Almost always,Hinders somewhat,Rarely,Rarely,I performed better than expected,120 - 200
2024-03-28 10:30:59,787,Female,Yobe,Primary school,High income,Less than 1 hour,Never,Hands-on practice,Online materials,Always,No,Always,No impact,Rarely,Rarely,I performed as expected,200 - 270
2024-03-04 11:40:49,788,Female,Bauchi,No formal education,Middle income,More than 4 hours,4-6 times a week,Watching videos,Past questions,Always,Yes,Always,Hinders a lot,Rarely,Sometimes,I performed better than expected,> 270
2024-01-15 12:58:51,789,Female,Rivers,University,High income,2-4 hours,Never,Listening to lectures,Tutor,Often,No,Always,Helps a lot,Always,Often,I performed better than expected,200 - 270
2024-01-20 16:36:37,790,Male,Yobe,Secondary school,Middle income,1-2 hours,Once a week,Hands-on practice,Videos,Sometimes,Yes,Sometimes,No impact,Sometimes,Rarely,I performed as expected,< 120
2024-05-30 13:01:43,791,Female,Zamfara,University,High income,Less than 1 hour,Never,Hands-on practice,Past questions,Rarely,Yes,Almost always,Helps somewhat,Sometimes,Always,I performed as expected,200 - 270
2024-05-11 09:51:12,792,Female,Cross River,Secondary school,High income,2-4 hours,4-6 times a week,Group discussions,Textbooks,Rarely,Yes,Sometimes,Hinders somewhat,Always,Rarely,I performed as expected,120 - 200
2024-08-07 12:55:35,793,Female,Imo,University,Middle income,More than 4 hours,4-6 times a week,Watching videos,Tutor,Sometimes,Yes,Rarely,Hinders a lot,Sometimes,Often,I performed better than expected,200 - 270
2024-03-12 06:50:17,794,Female,Jigawa,No formal education,Low income,2-4 hours,Only before exams,Watching videos,Online materials,Rarely,Yes,Sometimes,Hinders a lot,Never,Sometimes,I performed worse than expected,< 120
2024-01-22 15:11:04,795,Male,Imo,Primary school,High income,Less than 1 hour,2-3 times a week,Hands-on practice,Textbooks,Never,No,Sometimes,Hinders a lot,Sometimes,Sometimes,I performed as expected,200 - 270
2024-07-16 14:04:18,796,Male,Ebonyi,No formal education,Low income,Less than 1 hour,Once a week,Reading notes,Online materials,Rarely,Yes,Almost always,Helps a lot,Sometimes,Rarely,I performed worse than expected,200 - 270
2024-09-17 10:58:51,797,Male,Edo,Primary school,High income,More than 4 hours,Never,Group discussions,Videos,Always,Yes,Almost always,No impact,Always,Often,I performed worse than expected,< 120
2024-03-12 08:50:26,798,Male,Rivers,No formal education,Low income,More than 4 hours,Only before exams,Listening to lectures,Tutor,Always,Yes,Almost always,Hinders somewhat,Always,Rarely,I performed worse than expected,120 - 200
2024-01-23 04:55:37,799,Male,Kebbi,University,Low income,Less than 1 hour,Once a week,Hands-on practice,Textbooks,Sometimes,Yes,Sometimes,Helps a lot,Usually,Often,I performed as expected,200 - 270
2024-08-13 02:07:19,800,Female,Sokoto,University,Middle income,1-2 hours,Never,Reading notes,Past questions,Always,Yes,Never,Hinders somewhat,Always,Always,I performed as expected,< 120
2024-08-17 19:46:37,801,Male,Anambra,No formal education,High income,2-4 hours,Every day,Watching videos,Online materials,Often,No,Rarely,Hinders somewhat,Rarely,Sometimes,I performed better than expected,< 120
2024-08-29 20:16:39,802,Male,Nasarawa,University,Low income,1-2 hours,2-3 times a week,Listening to lectures,Online materials,Rarely,Yes,Rarely,Hinders somewhat,Never,Often,I performed better than expected,< 120
2024-08-12 15:48:35,803,Male,Katsina,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,2-3 times a week,Reading notes,Past questions,Sometimes,No,Always,Helps a lot,Rarely,Sometimes,I performed worse than expected,200 - 270
2024-02-17 11:02:18,804,Male,Imo,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,2-3 times a week,Hands-on practice,Online materials,Often,No,Rarely,Hinders somewhat,Sometimes,Always,I performed worse than expected,< 120
2024-08-25 05:39:36,805,Male,Kaduna,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Every day,Group discussions,Past questions,Often,No,Almost always,Hinders somewhat,Usually,Sometimes,I performed better than expected,200 - 270
2024-09-30 16:38:38,806,Male,Benue,Primary school,Middle income,More than 4 hours,4-6 times a week,Watching videos,Textbooks,Always,Yes,Rarely,Hinders somewhat,Usually,Never,I performed as expected,200 - 270
2024-08-11 04:47:52,807,Male,Taraba,Secondary school,High income,1-2 hours,Never,Hands-on practice,Videos,Often,No,Never,No impact,Sometimes,Often,I performed better than expected,> 270
2024-05-15 01:31:12,808,Female,Delta,"Postgraduate(Masters,PhD)",High income,1-2 hours,Every day,Listening to lectures,Videos,Never,No,Almost always,Hinders somewhat,Usually,Rarely,I performed better than expected,< 120
2024-05-26 23:06:37,809,Female,Lagos,No formal education,Low income,1-2 hours,2-3 times a week,Listening to lectures,Past questions,Never,No,Sometimes,Hinders somewhat,Always,Never,I performed as expected,> 270
2024-08-08 18:11:07,810,Male,Osun,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Once a week,Watching videos,Past questions,Never,No,Sometimes,Hinders somewhat,Always,Often,I performed as expected,200 - 270
2024-04-05 19:06:41,811,Male,Adamawa,Primary school,High income,2-4 hours,Once a week,Listening to lectures,Textbooks,Always,No,Rarely,No impact,Always,Never,I performed better than expected,200 - 270
2024-07-12 17:50:24,812,Female,Gombe,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Once a week,Hands-on practice,Online materials,Never,Yes,Always,Hinders a lot,Never,Rarely,I performed better than expected,< 120
2024-03-30 13:41:26,813,Male,Adamawa,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Once a week,Hands-on practice,Past questions,Rarely,Yes,Sometimes,Helps a lot,Usually,Often,I performed worse than expected,200 - 270
2024-02-09 06:05:01,814,Male,Plateau,No formal education,Middle income,1-2 hours,Every day,Hands-on practice,Tutor,Always,Yes,Never,Helps somewhat,Sometimes,Never,I performed worse than expected,< 120
2024-09-25 08:51:33,815,Female,Lagos,Secondary school,High income,Less than 1 hour,4-6 times a week,Hands-on practice,Online materials,Always,No,Sometimes,Hinders a lot,Never,Never,I performed as expected,> 270
2024-07-04 21:33:53,816,Male,FCT,Secondary school,High income,2-4 hours,Never,Watching videos,Online materials,Often,No,Almost always,Hinders a lot,Always,Never,I performed worse than expected,< 120
2024-01-14 06:54:20,817,Male,Kaduna,University,High income,2-4 hours,Once a week,Watching videos,Past questions,Often,Yes,Always,Hinders somewhat,Sometimes,Sometimes,I performed worse than expected,< 120
2024-04-18 09:49:44,818,Male,Kaduna,Secondary school,Low income,Less than 1 hour,4-6 times a week,Reading notes,Textbooks,Often,Yes,Almost always,Hinders a lot,Rarely,Never,I performed as expected,< 120
2024-07-14 13:40:34,819,Male,Oyo,University,High income,1-2 hours,Never,Reading notes,Videos,Never,No,Almost always,Hinders a lot,Never,Always,I performed worse than expected,< 120
2024-06-28 03:19:39,820,Female,Kebbi,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,4-6 times a week,Hands-on practice,Online materials,Sometimes,No,Rarely,Hinders a lot,Never,Often,I performed better than expected,> 270
2024-08-23 09:57:40,821,Male,Kogi,University,Middle income,Less than 1 hour,2-3 times a week,Reading notes,Textbooks,Often,No,Rarely,Hinders a lot,Sometimes,Always,I performed better than expected,120 - 200
2024-01-31 18:17:06,822,Male,Gombe,Secondary school,Middle income,More than 4 hours,Every day,Reading notes,Online materials,Often,Yes,Never,Helps somewhat,Rarely,Sometimes,I performed worse than expected,120 - 200
2024-09-16 13:37:58,823,Female,Osun,Secondary school,Middle income,More than 4 hours,Every day,Reading notes,Online materials,Always,Yes,Almost always,No impact,Always,Never,I performed better than expected,120 - 200
